tempo,abertura,alto,baixo,fechamento,volume,Dividends,Stock Splits,moeda,mercado
2024-09-25 00:00:00-04:00,564.0499877929688,576.8800048828125,563.719970703125,568.3099975585938,16543400,0.0,0.0,META,EUA
2024-09-26 00:00:00-04:00,575.72998046875,577.4000244140625,562.3499755859375,567.8400268554688,14400800,0.0,0.0,META,EUA
2024-09-27 00:00:00-04:00,570.0999755859375,570.8400268554688,564.510009765625,567.3599853515625,9398400,0.0,0.0,META,EUA
2024-09-30 00:00:00-04:00,567.7000122070312,574.6799926757812,564.7999877929688,572.4400024414062,12792300,0.0,0.0,META,EUA
2024-10-01 00:00:00-04:00,577.97998046875,583.0399780273438,570.0999755859375,576.469970703125,15259300,0.0,0.0,META,EUA
2024-10-02 00:00:00-04:00,574.8599853515625,576.0,569.3400268554688,572.8099975585938,6524700,0.0,0.0,META,EUA
2024-10-03 00:00:00-04:00,570.1500244140625,583.3599853515625,568.72998046875,582.77001953125,11581000,0.0,0.0,META,EUA
2024-10-04 00:00:00-04:00,583.72998046875,596.8499755859375,581.4299926757812,595.9400024414062,14169500,0.0,0.0,META,EUA
2024-10-07 00:00:00-04:00,598.219970703125,602.9500122070312,584.0399780273438,584.780029296875,12014200,0.0,0.0,META,EUA
2024-10-08 00:00:00-04:00,589.6900024414062,593.5599975585938,585.969970703125,592.8900146484375,7857400,0.0,0.0,META,EUA
2024-10-09 00:00:00-04:00,593.989990234375,594.3900146484375,581.6099853515625,590.510009765625,9529700,0.0,0.0,META,EUA
2024-10-10 00:00:00-04:00,587.5700073242188,590.22998046875,582.52001953125,583.8300170898438,7740400,0.0,0.0,META,EUA
2024-10-11 00:00:00-04:00,584.8300170898438,591.2100219726562,582.7100219726562,589.9500122070312,8587100,0.0,0.0,META,EUA
2024-10-14 00:00:00-04:00,594.219970703125,600.0999755859375,589.9600219726562,590.4199829101562,8252000,0.0,0.0,META,EUA
2024-10-15 00:00:00-04:00,590.1599731445312,590.6099853515625,580.1400146484375,586.27001953125,9564200,0.0,0.0,META,EUA
2024-10-16 00:00:00-04:00,581.4000244140625,582.0800170898438,574.030029296875,576.7899780273438,11268400,0.0,0.0,META,EUA
2024-10-17 00:00:00-04:00,583.3300170898438,584.969970703125,575.2000122070312,576.9299926757812,8701200,0.0,0.0,META,EUA
2024-10-18 00:00:00-04:00,581.0999755859375,583.969970703125,575.25,576.469970703125,7694300,0.0,0.0,META,EUA
2024-10-21 00:00:00-04:00,576.030029296875,577.239990234375,569.1099853515625,575.1599731445312,8171900,0.0,0.0,META,EUA
2024-10-22 00:00:00-04:00,574.2899780273438,583.530029296875,572.1199951171875,582.010009765625,8544500,0.0,0.0,META,EUA
2024-10-23 00:00:00-04:00,579.969970703125,585.0,562.5,563.6900024414062,14248400,0.0,0.0,META,EUA
2024-10-24 00:00:00-04:00,567.1300048828125,568.8800048828125,561.52001953125,567.780029296875,7184700,0.0,0.0,META,EUA
2024-10-25 00:00:00-04:00,573.9299926757812,581.2899780273438,571.719970703125,573.25,11337900,0.0,0.0,META,EUA
2024-10-28 00:00:00-04:00,582.0,583.75,574.1199951171875,578.1599731445312,10925100,0.0,0.0,META,EUA
2024-10-29 00:00:00-04:00,580.0,593.669921875,575.3980102539062,593.280029296875,12698858,0.0,0.0,META,EUA
2022-10-31 00:00:00-04:00,56.94871249507946,57.005182517416976,56.15815013328004,56.32755661010742,14016400,0.0,0.0,KO,EUA
2022-11-01 00:00:00-04:00,56.496967155636916,56.74166701320337,55.875811225931535,56.129920959472656,10659500,0.0,0.0,KO,EUA
2022-11-02 00:00:00-04:00,56.12992293638382,56.685198983267234,55.31112727070338,55.34877395629883,14549200,0.0,0.0,KO,EUA
2022-11-03 00:00:00-04:00,54.68996796324531,55.52758692032565,54.68055449733131,55.320533752441406,9194000,0.0,0.0,KO,EUA
2022-11-04 00:00:00-04:00,55.80993214625025,56.082865225949455,55.1134864279249,55.77228546142578,9725900,0.0,0.0,KO,EUA
2022-11-07 00:00:00-05:00,55.772283821480755,56.252270063415416,55.753464069807364,55.98875045776367,8849700,0.0,0.0,KO,EUA
2022-11-08 00:00:00-05:00,56.233446981659114,56.271093665550744,55.47111778868788,56.0922737121582,10081600,0.0,0.0,KO,EUA
2022-11-09 00:00:00-05:00,56.08286580492579,56.12992236634943,55.292303366377816,55.311126708984375,10115200,0.0,0.0,KO,EUA
2022-11-10 00:00:00-05:00,56.70401339605361,57.447519163637956,56.16756077645097,57.29693603515625,16804800,0.0,0.0,KO,EUA
2022-11-11 00:00:00-05:00,57.75810468836415,57.833398059942105,56.66637593178264,57.7110481262207,18972100,0.0,0.0,KO,EUA
2022-11-14 00:00:00-05:00,57.71104537137636,58.08750503092469,57.13694600614858,57.15576934814453,16361000,0.0,0.0,KO,EUA
2022-11-15 00:00:00-05:00,57.53222589105789,57.833392166307625,56.468730462103096,57.06165313720703,13295800,0.0,0.0,KO,EUA
2022-11-16 00:00:00-05:00,57.212239615552086,57.438112540085896,56.74166683422368,56.9581298828125,14199500,0.0,0.0,KO,EUA
2022-11-17 00:00:00-05:00,56.64754771454956,57.1651806241435,56.59108128091041,57.13694381713867,11212600,0.0,0.0,KO,EUA
2022-11-18 00:00:00-05:00,57.40047535522879,57.7581081209215,57.221655382196666,57.54164505004883,10415600,0.0,0.0,KO,EUA
2022-11-21 00:00:00-05:00,57.79574971905611,58.54866546234667,57.59811000960212,58.42631912231445,15399400,0.0,0.0,KO,EUA
2022-11-22 00:00:00-05:00,58.793363787756206,58.82159700545951,58.39808078898313,58.680423736572266,12319600,0.0,0.0,KO,EUA
2022-11-23 00:00:00-05:00,58.81219084189681,59.09453380730767,58.6333708779943,58.94395065307617,8990400,0.0,0.0,KO,EUA
2022-11-25 00:00:00-05:00,59.03806248728308,59.113355857845335,58.70866296653699,59.00041580200195,5165500,0.0,0.0,KO,EUA
2022-11-28 00:00:00-05:00,59.000409380070565,59.38627888673817,58.87806305150202,59.009822845458984,12267500,0.0,0.0,KO,EUA
2022-11-29 00:00:00-05:00,58.840423022109256,58.88747958381566,58.332203539234804,58.80277633666992,10969600,0.0,0.0,KO,EUA
2022-11-30 00:00:00-05:00,58.774340618820744,60.35720254556637,58.52790890903617,60.290855407714844,30433900,0.44,0.0,KO,EUA
2022-12-01 00:00:00-05:00,60.290848359825695,60.764758498021905,60.120240420823265,60.461456298828125,12001400,0.0,0.0,KO,EUA
2022-12-02 00:00:00-05:00,60.29084829732642,61.15336098767611,60.091806907245726,60.99223327636719,13643500,0.0,0.0,KO,EUA
2022-12-05 00:00:00-05:00,60.10128682734476,60.470936176598094,59.95911233194842,60.15815734863281,9185100,0.0,0.0,KO,EUA
2022-12-06 00:00:00-05:00,60.20554995985167,60.54676586942192,59.93068118651479,60.129722595214844,10099500,0.0,0.0,KO,EUA
2022-12-07 00:00:00-05:00,60.13920240138019,60.39511433176111,59.94963760676679,60.22450637817383,12307600,0.0,0.0,KO,EUA
2022-12-08 00:00:00-05:00,60.28136652890088,60.51832159169632,60.044411466105444,60.480411529541016,9946200,0.0,0.0,KO,EUA
2022-12-09 00:00:00-05:00,60.290855616260345,60.508853872190556,59.79798857933853,59.84537887573242,13914900,0.0,0.0,KO,EUA
